client_ip_addr,server_ip_addr,client_port,server_port,protocol,app,node,time,total_byte,total_packet,tcp_retransmisson_packet,tcp_segment_lost_packet,client_max_ack_delay,server_max_ack_delay,tcp_syn_packet,tcp_synack_packet,client_tcp_fin_packet,server_tcp_fin_packet,tcp_syn_ratio,client_tcp_fin_ratio,client_avg_ack_delay,server_avg_ack_delay,tcp_shakehands_total_count,connection_rst,connection_noresponse,tcp_shakehands_failed_count,slowconnect,tcp_transaction_no_response_count,tcp_transaction_total_count,tcp_transaction_worse_count,tcp_transaction_max_rtt,tcp_window_0,isabn,time_1,experts_99
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376802,5044,13,5,0,0.826722474,200.9389746,1,1,1,6,1,0.166666667,0.344991593,200.6936856,1,0,0,0,1,0,1,3,0.99111646,0,,2020/5/2 7:46,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376797,5154,13,5,0,0.347386996,200.8649476,1,1,2,7,1,0.166666667,0.060210064,200.7407644,1,0,0,0,1,0,1,1,0.751565675,0,,2020/5/2 7:46,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376798,5105,13,5,0,0.300695272,200.5458581,1,1,2,6,1,0.166666667,0.990072563,200.4665843,1,0,0,0,1,0,1,4,0.314135247,0,,2020/5/2 7:46,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376807,5223,13,5,0,0.370221851,201.1863399,1,1,1,6,1,0.166666667,0.504520545,201.0432118,1,0,0,0,0,0,1,8,0.761612769,0,,2020/5/2 7:46,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376813,5517,13,5,0,0.83601877,200.5294516,1,1,2,6,1,0.166666667,0.577099587,201.0092954,1,0,0,0,0,0,1,8,0.999487014,0,,2020/5/2 7:46,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376809,5062,13,5,0,0.765562179,201.2641212,1,1,1,6,1,0.166666667,0.22925466,200.8114873,1,0,0,0,1,0,1,3,0.706534465,0,,2020/5/2 7:46,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376812,5181,13,5,0,0.343797424,200.428244,1,1,2,7,1,0.166666667,0.874625434,200.7592693,1,0,0,0,1,0,1,10,0.391588596,0,,2020/5/2 7:46,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376817,5796,13,5,0,0.6197995,200.6695637,1,1,2,7,1,0.166666667,0.436548137,200.5288977,1,0,0,0,0,0,1,4,0.15870585,0,,2020/5/2 7:46,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376824,5910,13,5,0,0.332790163,200.8801152,1,1,2,7,1,0.166666667,0.203831896,200.6705884,1,0,0,0,0,0,1,9,0.564996207,0,,2020/5/2 7:47,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376825,6007,13,5,0,0.110649431,200.6001142,1,1,1,7,1,0.166666667,0.297254922,201.1462485,1,0,0,0,1,0,1,3,0.652742696,0,,2020/5/2 7:47,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376826,5747,13,5,0,0.762009991,200.5079106,1,1,2,7,1,0.166666667,0.353758761,201.1769756,1,0,0,0,0,0,1,2,0.270107619,0,,2020/5/2 7:47,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376830,5966,13,5,0,0.552975182,201.0541451,1,1,2,7,1,0.166666667,0.636209401,200.8692292,1,0,0,0,0,0,1,9,0.02157491,0,,2020/5/2 7:47,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376833,5660,13,5,0,0.507142971,200.708404,1,1,2,6,1,0.166666667,0.488268154,200.7162092,1,0,0,0,0,0,1,9,0.675887114,0,,2020/5/2 7:47,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376836,5783,13,5,0,0.473056544,200.9765351,1,1,2,7,1,0.166666667,0.490543014,200.6776122,1,0,0,0,1,0,1,7,0.935982333,0,,2020/5/2 7:47,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376835,5331,13,5,0,0.621872973,200.8292908,1,1,2,6,1,0.166666667,0.137037633,200.6790293,1,0,0,0,0,0,1,4,0.468808005,0,,2020/5/2 7:47,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376841,5823,13,5,0,0.070795277,201.0313783,1,1,2,7,1,0.166666667,0.460096345,200.9214332,1,0,0,0,1,0,1,3,0.088999456,0,,2020/5/2 7:47,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376840,5514,13,5,0,0.355952788,200.5579062,1,1,1,7,1,0.166666667,0.408834062,200.4308894,1,0,0,0,1,0,1,5,0.414680235,0,,2020/5/2 7:47,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376849,5713,13,5,0,0.180193462,201.1308801,1,1,2,6,1,0.166666667,0.683641836,201.1224385,1,0,0,0,1,0,1,2,0.821370579,0,,2020/5/2 7:47,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376848,5838,13,5,0,0.480926159,201.0692226,1,1,1,6,1,0.166666667,0.959902206,200.8193453,1,0,0,0,0,0,1,5,0.853889041,0,,2020/5/2 7:47,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376856,5423,13,5,0,0.35728156,200.6359257,1,1,2,6,1,0.166666667,0.501956684,200.8163844,1,0,0,0,0,0,1,10,0.238585064,0,,2020/5/2 7:47,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376861,5613,13,5,0,0.345340404,201.3399085,1,1,1,6,1,0.166666667,0.209819694,200.6033618,1,0,0,0,1,0,1,10,0.99511925,0,,2020/5/2 7:47,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376865,5170,13,5,0,0.353039786,200.9946168,1,1,2,6,1,0.166666667,0.621543432,201.0815959,1,0,0,0,1,0,1,8,0.086316486,0,,2020/5/2 7:47,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376865,5862,13,5,0,0.11015528,201.2066662,1,1,1,7,1,0.166666667,0.343949517,201.0176903,1,0,0,0,1,0,1,8,0.154499174,0,,2020/5/2 7:47,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376868,5330,13,5,0,0.092870199,200.5656086,1,1,1,6,1,0.166666667,0.486922911,201.2858405,1,0,0,0,1,0,1,6,0.302320372,0,,2020/5/2 7:47,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376870,5207,13,5,0,0.654316692,201.1116705,1,1,1,6,1,0.166666667,0.942838913,200.6220877,1,0,0,0,1,0,1,5,0.009047244,0,,2020/5/2 7:47,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376874,5792,13,5,0,0.625372149,201.0416319,1,1,2,6,1,0.166666667,0.999376765,200.8233628,1,0,0,0,1,0,1,5,0.625966909,0,,2020/5/2 7:47,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376877,5035,13,5,0,0.649970194,200.5076606,1,1,1,7,1,0.166666667,0.904313923,201.1883891,1,0,0,0,0,0,1,8,0.669261934,0,,2020/5/2 7:47,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376883,5371,13,5,0,0.738209775,201.2254022,1,1,1,7,1,0.166666667,0.386745975,201.2204868,1,0,0,0,0,0,1,8,0.221975943,0,,2020/5/2 7:48,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376877,5301,13,5,0,0.55491429,200.7034671,1,1,1,7,1,0.166666667,0.830467175,200.6868818,1,0,0,0,1,0,1,2,0.211926768,0,,2020/5/2 7:47,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376883,5959,13,5,0,0.096977723,200.5282973,1,1,1,7,1,0.166666667,0.85124607,201.3345339,1,0,0,0,1,0,1,5,0.689427694,0,,2020/5/2 7:48,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376883,5500,13,5,0,0.43548727,200.7127306,1,1,2,7,1,0.166666667,0.978435147,201.2358284,1,0,0,0,0,0,1,1,0.523922033,0,,2020/5/2 7:48,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376888,5388,13,5,0,0.344349207,201.2897911,1,1,2,7,1,0.166666667,0.337711356,201.393954,1,0,0,0,1,0,1,3,0.186236101,0,,2020/5/2 7:48,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376893,5047,13,5,0,0.146691956,200.4979962,1,1,1,6,1,0.166666667,0.887247978,201.1248437,1,0,0,0,1,0,1,7,0.530627547,0,,2020/5/2 7:48,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376895,5412,13,5,0,0.40034667,201.0740577,1,1,1,7,1,0.166666667,0.040797583,200.513086,1,0,0,0,1,0,1,9,0.330469273,0,,2020/5/2 7:48,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376902,5091,13,5,0,0.502662107,200.66564,1,1,1,7,1,0.166666667,0.293268091,201.3743221,1,0,0,0,1,0,1,1,0.360594936,0,,2020/5/2 7:48,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376904,5938,13,5,0,0.906140607,200.4496483,1,1,1,7,1,0.166666667,0.754482283,200.5588517,1,0,0,0,0,0,1,2,0.307354816,0,,2020/5/2 7:48,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376908,5809,13,5,0,0.98626909,200.787585,1,1,2,7,1,0.166666667,0.825766494,200.5965178,1,0,0,0,1,0,1,8,0.811046392,0,,2020/5/2 7:48,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376905,5911,13,5,0,0.395813038,201.3094044,1,1,1,7,1,0.166666667,0.872931891,201.3578568,1,0,0,0,0,0,1,9,0.413707854,0,,2020/5/2 7:48,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376906,5687,13,5,0,0.093539725,201.161194,1,1,1,7,1,0.166666667,0.764321466,200.6094205,1,0,0,0,1,0,1,5,0.051878325,0,,2020/5/2 7:48,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376911,5415,13,5,0,0.076017175,200.5112318,1,1,2,7,1,0.166666667,0.879143053,201.0059393,1,0,0,0,0,0,1,8,0.229271956,0,,2020/5/2 7:48,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376920,5831,13,5,0,0.115841678,200.7329998,1,1,2,6,1,0.166666667,0.53831641,201.1876131,1,0,0,0,1,0,1,4,0.697008922,0,,2020/5/2 7:48,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376919,5967,13,5,0,0.881864871,200.9635419,1,1,2,7,1,0.166666667,0.192512082,200.7670455,1,0,0,0,0,0,1,0,0.383698208,0,,2020/5/2 7:48,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376927,5738,13,5,0,0.850886926,200.6865867,1,1,1,7,1,0.166666667,0.089397646,201.0127786,1,0,0,0,1,0,1,5,0.723538105,0,,2020/5/2 7:48,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376924,5174,13,5,0,0.658293913,200.6712951,1,1,2,7,1,0.166666667,0.593899063,201.3389005,1,0,0,0,1,0,1,6,0.360814758,0,,2020/5/2 7:48,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376934,5878,13,5,0,0.775377983,200.5139455,1,1,2,7,1,0.166666667,0.241318512,201.3393048,1,0,0,0,0,0,1,6,0.028574125,0,,2020/5/2 7:48,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376933,5987,13,5,0,0.021884958,201.2537957,1,1,1,6,1,0.166666667,0.896658309,201.0835692,1,0,0,0,1,0,1,1,0.051531946,0,,2020/5/2 7:48,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376939,5111,13,5,0,0.973959489,201.104483,1,1,1,7,1,0.166666667,0.50148878,200.7578587,1,0,0,0,1,0,1,2,0.735568443,0,,2020/5/2 7:48,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376935,5299,13,5,0,0.517604015,201.0560241,1,1,1,6,1,0.166666667,0.376674205,200.4605393,1,0,0,0,1,0,1,3,0.530881925,0,,2020/5/2 7:48,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376943,5023,13,5,0,0.196463929,200.8500731,1,1,2,6,1,0.166666667,0.654325096,200.6843509,1,0,0,0,1,0,1,4,0.775925265,0,,2020/5/2 7:49,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376946,5623,13,5,0,0.31690957,200.8887137,1,1,2,7,1,0.166666667,0.411114089,201.2969746,1,0,0,0,1,0,1,7,0.139240251,0,,2020/5/2 7:49,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376950,5643,13,5,0,0.234021231,200.4061797,1,1,2,7,1,0.166666667,0.099155812,200.5848723,1,0,0,0,1,0,1,0,0.639109802,0,,2020/5/2 7:49,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376953,5917,13,5,0,0.19256597,200.8439034,1,1,1,6,1,0.166666667,0.456470951,201.3818809,1,0,0,0,1,0,1,0,0.144752283,0,,2020/5/2 7:49,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376953,5302,13,5,0,0.470724081,200.4466586,1,1,1,6,1,0.166666667,0.032087412,201.1094309,1,0,0,0,1,0,1,3,0.961134072,0,,2020/5/2 7:49,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376960,5268,13,5,0,0.232511483,200.9418765,1,1,2,7,1,0.166666667,0.884563456,201.3317895,1,0,0,0,1,0,1,5,0.325446566,0,,2020/5/2 7:49,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376957,5024,13,5,0,0.730693005,200.6344817,1,1,1,7,1,0.166666667,0.609771379,200.4579201,1,0,0,0,0,0,1,1,0.786502791,0,,2020/5/2 7:49,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376957,5526,13,5,0,0.560747235,201.1464586,1,1,1,7,1,0.166666667,0.322316216,200.5921862,1,0,0,0,1,0,1,5,0.178669773,0,,2020/5/2 7:49,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376967,5929,13,5,0,0.852873602,200.7893547,1,1,1,7,1,0.166666667,0.296740458,200.4437537,1,0,0,0,1,0,1,8,0.497790282,0,,2020/5/2 7:49,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376965,5385,13,5,0,0.403348922,200.5276086,1,1,2,7,1,0.166666667,0.36572798,200.6785812,1,0,0,0,1,0,1,3,0.90349459,0,,2020/5/2 7:49,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376974,5702,13,5,0,0.161525586,200.8149113,1,1,2,7,1,0.166666667,0.630130373,200.9529864,1,0,0,0,0,0,1,4,0.153578009,0,,2020/5/2 7:49,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376975,5609,13,5,0,0.422186932,201.3663677,1,1,1,7,1,0.166666667,0.011480253,200.9326757,1,0,0,0,0,0,1,6,0.068735167,0,,2020/5/2 7:49,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376972,5341,13,5,0,0.859957626,201.1432478,1,1,2,7,1,0.166666667,0.247129675,200.66696,1,0,0,0,0,0,1,7,0.590077027,0,,2020/5/2 7:49,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376979,5108,13,5,0,0.789045702,201.2749547,1,1,1,6,1,0.166666667,0.966176894,201.2519151,1,0,0,0,0,0,1,3,0.292306417,0,,2020/5/2 7:49,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376983,5069,13,5,0,0.915748309,200.7062756,1,1,2,7,1,0.166666667,0.057886598,200.6054628,1,0,0,0,0,0,1,0,0.924660402,0,,2020/5/2 7:49,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376990,5719,13,5,0,0.225181431,201.0435759,1,1,1,6,1,0.166666667,0.761016697,201.2516283,1,0,0,0,1,0,1,7,0.96560764,0,,2020/5/2 7:49,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376984,5988,13,5,0,0.612117452,201.2765054,1,1,2,7,1,0.166666667,0.363308065,201.21444,1,0,0,0,0,0,1,3,0.586094562,0,,2020/5/2 7:49,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376995,5453,13,5,0,0.024513851,200.8613579,1,1,2,6,1,0.166666667,0.180990593,200.4859788,1,0,0,0,0,0,1,8,0.650546504,0,,2020/5/2 7:49,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376998,5121,13,5,0,0.699338392,200.4007358,1,1,2,6,1,0.166666667,0.963852238,201.3620128,1,0,0,0,1,0,1,1,0.215632278,0,,2020/5/2 7:49,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377000,5244,13,5,0,0.535163324,200.830493,1,1,1,7,1,0.166666667,0.179369274,201.2471501,1,0,0,0,0,0,1,2,0.989747035,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588376996,5882,13,5,0,0.790079586,200.7560179,1,1,2,6,1,0.166666667,0.19680845,200.6872021,1,0,0,0,0,0,1,10,0.156856596,0,,2020/5/2 7:49,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377006,5082,13,5,0,0.903514703,200.9838837,1,1,1,6,1,0.166666667,0.379004132,201.1251706,1,0,0,0,1,0,1,4,0.158750763,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377006,5359,13,5,0,0.000367644,200.8468005,1,1,1,7,1,0.166666667,0.86407134,201.0887786,1,0,0,0,0,0,1,1,0.044247865,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377007,5427,13,5,0,0.673470134,201.026853,1,1,2,6,1,0.166666667,0.360500975,201.1185773,1,0,0,0,1,0,1,8,0.550291728,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377009,5515,13,5,0,0.372956483,201.1264106,1,1,1,7,1,0.166666667,0.706242544,200.5594329,1,0,0,0,0,0,1,9,0.888530511,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377018,5503,13,5,0,0.289661642,201.0763259,1,1,1,6,1,0.166666667,0.983662605,201.1040801,1,0,0,0,1,0,1,10,0.979348418,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377022,5245,13,5,0,0.037879067,201.0491975,1,1,1,7,1,0.166666667,0.423115002,200.736824,1,0,0,0,0,0,1,2,0.25942014,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377027,5467,13,5,0,0.007416517,201.3518122,1,1,1,6,1,0.166666667,0.357826635,200.6925163,1,0,0,0,0,0,1,5,0.686842143,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377030,5434,13,5,0,0.649603824,200.8557718,1,1,1,6,1,0.166666667,0.496942445,201.0310383,1,0,0,0,0,0,1,9,0.134044081,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377023,5066,13,5,0,0.524712444,201.2336636,1,1,2,7,1,0.166666667,0.916004336,200.5285915,1,0,0,0,0,0,1,1,0.393747722,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377030,5860,13,5,0,0.859888912,200.8411803,1,1,2,6,1,0.166666667,0.092330514,200.812665,1,0,0,0,1,0,1,9,0.002911714,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377032,5025,13,5,0,0.719155463,201.1404565,1,1,1,6,1,0.166666667,0.311440099,201.1460469,1,0,0,0,0,0,1,8,0.718158974,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377041,5301,13,5,0,0.5243221,201.3907015,1,1,2,6,1,0.166666667,0.081440379,200.6878092,1,0,0,0,0,0,1,8,0.814893514,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377035,5162,13,5,0,0.46758577,200.4826493,1,1,1,7,1,0.166666667,0.382627024,200.5090844,1,0,0,0,1,0,1,1,0.090554186,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377043,5923,13,5,0,0.848367505,200.9176909,1,1,1,7,1,0.166666667,0.396342423,201.3217991,1,0,0,0,1,0,1,5,0.388286438,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377048,5941,13,5,0,0.634374236,200.7147256,1,1,2,6,1,0.166666667,0.898442501,200.9611928,1,0,0,0,1,0,1,2,0.986302035,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377049,5301,13,5,0,0.330945641,201.0034622,1,1,2,6,1,0.166666667,0.218466983,200.6956963,1,0,0,0,0,0,1,2,0.563947841,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377051,5071,13,5,0,0.968120912,200.5006204,1,1,2,6,1,0.166666667,0.714669075,200.5238827,1,0,0,0,1,0,1,8,0.402320045,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377052,5500,13,5,0,0.355534224,200.5703358,1,1,2,7,1,0.166666667,0.358607861,201.0743257,1,0,0,0,1,0,1,9,0.571581077,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377062,5630,13,5,0,0.734110703,200.7345512,1,1,1,7,1,0.166666667,0.821084693,200.8878192,1,0,0,0,0,0,1,4,0.702681021,0,,2020/5/2 7:51,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377058,5463,13,5,0,0.665845381,200.6594281,1,1,1,6,1,0.166666667,0.119360328,200.6064789,1,0,0,0,1,0,1,2,0.691969555,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377059,5371,13,5,0,0.631309731,200.5815943,1,1,1,6,1,0.166666667,0.087233475,200.898358,1,0,0,0,1,0,1,0,0.352170184,0,,2020/5/2 7:50,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377068,5525,13,5,0,0.342445389,201.202702,1,1,1,6,1,0.166666667,0.751561734,200.7303091,1,0,0,0,1,0,1,9,0.771471394,0,,2020/5/2 7:51,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377068,5901,13,5,0,0.302553922,200.820714,1,1,1,6,1,0.166666667,0.428051812,200.7046962,1,0,0,0,1,0,1,0,0.752216102,0,,2020/5/2 7:51,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377072,5576,13,5,0,0.733104946,201.331659,1,1,2,6,1,0.166666667,0.470703208,200.7002177,1,0,0,0,0,0,1,6,0.065720714,0,,2020/5/2 7:51,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377074,5171,13,5,0,0.831405807,200.6873012,1,1,1,7,1,0.166666667,0.019223995,200.7490211,1,0,0,0,1,0,1,0,0.49248641,0,,2020/5/2 7:51,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377079,5516,13,5,0,0.859775021,200.5676331,1,1,1,6,1,0.166666667,0.212866129,200.4520692,1,0,0,0,1,0,1,4,0.909317373,0,,2020/5/2 7:51,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377079,5798,13,5,0,0.329013105,200.7360588,1,1,2,7,1,0.166666667,0.887206476,200.9622222,1,0,0,0,0,0,1,10,0.257241321,0,,2020/5/2 7:51,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377082,5403,13,5,0,0.264302,201.3321536,1,1,2,6,1,0.166666667,0.155286798,201.0406762,1,0,0,0,0,0,1,8,0.109518883,0,,2020/5/2 7:51,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377093,5790,13,5,0,0.74128648,201.2798273,1,1,2,7,1,0.166666667,0.39345213,200.8309376,1,0,0,0,1,0,1,2,0.126636845,0,,2020/5/2 7:51,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377087,5458,13,5,0,0.865485853,200.9298333,1,1,1,7,1,0.166666667,0.855268738,200.9001747,1,0,0,0,0,0,1,6,0.022305751,0,,2020/5/2 7:51,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377094,5447,13,5,0,0.851469302,201.2918141,1,1,2,6,1,0.166666667,0.104387163,201.1961015,1,0,0,0,1,0,1,9,0.342449995,0,,2020/5/2 7:51,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377098,5497,13,5,0,0.035543882,201.3547671,1,1,2,6,1,0.166666667,0.133706686,200.4015876,1,0,0,0,0,0,1,9,0.944370618,0,,2020/5/2 7:51,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377102,5548,13,5,0,0.912455235,200.581737,1,1,2,7,1,0.166666667,0.241372129,200.949647,1,0,0,0,0,0,1,9,0.715130294,0,,2020/5/2 7:51,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377108,5146,13,5,0,0.173063018,201.3267083,1,1,2,7,1,0.166666667,0.77123891,200.5125756,1,0,0,0,1,0,1,7,0.841471962,0,,2020/5/2 7:51,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377105,5408,13,5,0,0.734651412,200.582963,1,1,1,7,1,0.166666667,0.861717773,200.7863355,1,0,0,0,1,0,1,2,0.173313415,0,,2020/5/2 7:51,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377104,6015,13,5,0,0.641635146,201.3632056,1,1,1,6,1,0.166666667,0.479277764,200.5736589,1,0,0,0,1,0,1,7,0.89106552,0,,2020/5/2 7:51,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377111,5935,13,5,0,0.310264959,201.2211028,1,1,1,6,1,0.166666667,0.242788249,201.0542677,1,0,0,0,1,0,1,8,0.430413595,0,,2020/5/2 7:51,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377111,5957,13,5,0,0.310693978,201.0946825,1,1,2,7,1,0.166666667,0.175225604,201.1228181,1,0,0,0,0,0,1,3,0.248655756,0,,2020/5/2 7:51,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377123,5641,13,5,0,0.96254547,200.9016339,1,1,2,7,1,0.166666667,0.846127334,201.2394643,1,0,0,0,1,0,1,4,0.938739483,0,,2020/5/2 7:52,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377122,5025,13,5,0,0.865599128,201.0980402,1,1,2,7,1,0.166666667,0.167777307,200.863274,1,0,0,0,0,0,1,0,0.795358928,0,,2020/5/2 7:52,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377119,5748,13,5,0,0.775251314,201.3071487,1,1,2,7,1,0.166666667,0.410446476,201.0193703,1,0,0,0,0,0,1,0,0.880454795,0,,2020/5/2 7:51,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377131,5054,13,5,0,0.504501484,200.4332539,1,1,1,6,1,0.166666667,0.593518406,200.8126586,1,0,0,0,0,0,1,10,0.476635002,0,,2020/5/2 7:52,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377135,5745,13,5,0,0.742916424,201.2139279,1,1,2,6,1,0.166666667,0.944378641,201.2043571,1,0,0,0,1,0,1,6,0.725852889,0,,2020/5/2 7:52,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377137,5882,13,5,0,0.374872765,201.192049,1,1,2,7,1,0.166666667,0.732208761,200.7797581,1,0,0,0,1,0,1,3,0.319102748,0,,2020/5/2 7:52,1
106.48.51.135,83.41.146.110,45850,80,HTTP,,,1588377135,5862,13,5,0,0.781666327,201.0458022,1,1,2,6,1,0.166666667,0.586943486,201.1228177,1,0,0,0,1,0,1,7,0.788364228,0,,2020/5/2 7:52,1
