client_ip_addr,server_ip_addr,client_port,server_port,protocol,time,total_byte,total_packet,client_max_ack_delay,server_max_ack_delay,client_avg_ack_delay,server_avg_ack_delay,tcp_transaction_max_rtt,connection_rst,tcp_shakehands_failed_count,tcp_window_0,forest
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719825,929,5,0.227991637,1.4697875580000002,0.001867065,0.895319063,2.9821106860000004,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719828,1267,5,0.00156651,1.79808084,0.989138519,1.217428714,2.339088303,0,0,0,-1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719838,710,5,0.532750411,1.146649391,0.794338781,1.110121075,3.096126748,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719838,1356,5,0.189205335,1.793914765,0.905660424,1.204676808,3.01400811,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719840,1197,5,0.19430001,1.237534751,0.28963018100000004,1.522736035,2.389112799,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719842,926,5,0.686260965,1.631092212,0.56326556,1.636051598,2.611748187,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719844,1520,5,0.009283947,1.236727211,0.722806822,1.6207269919999998,2.728455497,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719850,901,5,0.264784516,1.3783527519999998,0.6922798170000001,1.62559365,2.866986147,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719848,742,5,0.5969143179999999,1.54074694,0.24579886,1.670558868,2.616019138,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719850,937,5,0.501257032,1.5184182030000002,0.109203942,1.005297381,3.1985673560000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719861,1463,5,0.394924528,1.258412093,0.919070448,1.682575525,2.456518062,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719864,1541,5,0.687314634,0.904624257,0.467402485,1.100861444,3.005880772,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719866,1363,5,0.287966327,0.965064393,0.663173439,1.53917857,2.382597126,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719866,1398,5,0.5437988970000001,1.129481472,0.130259606,1.7541795059999998,2.77124698,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719872,1451,5,0.455746171,1.49788465,0.040926198,1.719476782,2.9904069580000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719871,821,5,0.587049401,1.238512058,0.8713254229999999,1.134593242,3.182226355,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719878,728,5,0.330060812,0.856131802,0.546153035,1.352984723,2.985742648,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719880,688,5,0.684371414,1.325834212,0.34419473,1.254720385,2.913653055,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719880,1031,5,0.643316229,1.121615823,0.016723367,1.464375439,2.726367499,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719880,1068,5,0.617828825,1.195102348,0.554531247,1.516310355,2.845812805,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719888,781,5,0.08658639800000001,1.2532657390000002,0.5757513320000001,1.509925839,2.777340394,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719888,1051,5,0.899358969,0.8321125359999999,0.932686149,1.571299248,3.01329481,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719889,1293,5,0.742228694,1.298372579,0.35878294,1.071705447,3.044398555,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719897,1435,5,0.12817050300000002,1.5213518380000002,0.6689621720000001,1.735268435,2.340819781,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719896,794,5,0.587524608,1.224488561,0.351625763,1.3370567,2.56400101,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719899,1091,5,0.937473861,0.865344385,0.04323365,1.756381397,2.878293038,0,0,0,-1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719900,618,5,0.88630521,0.8908273240000001,0.671597766,0.853584973,3.206407862,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719908,670,5,0.596211856,0.998667015,0.4966657470000001,1.512921761,2.657667736,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719916,1081,5,0.126261535,1.376318256,0.4819462470000001,1.7624122290000002,3.237167125,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719915,1426,5,0.541013245,0.8992494740000001,0.641332045,0.929741129,2.884140015,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719917,637,5,0.8439336940000001,1.557673431,0.417780825,1.378005098,3.256448645,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719916,1244,5,0.775520332,1.256011155,0.494560935,1.1706435309999998,3.158867442,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719926,784,5,0.044492719000000014,1.597050571,0.827063655,1.5085224169999998,2.283718533,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719929,1471,5,0.204077519,1.696464885,0.924902201,1.446142567,3.04387144,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719934,591,5,0.053189457,1.618020072,0.21427868,1.392839234,3.178306066,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719929,729,5,0.23677736,1.776747593,0.8328946770000001,1.257654439,2.375422016,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719931,1184,5,0.280357066,1.575695378,0.735315906,1.797596564,3.061874489,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719938,825,5,0.641632819,1.458130722,0.070247986,1.23671828,2.425982494,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719944,1538,5,0.456130949,0.957470428,0.170492914,1.221319715,3.081572296,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719944,1191,5,0.552158657,0.975833625,0.391506946,1.55915504,2.329095859,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719951,1189,5,0.8950175029999999,1.330348251,0.18360637,1.2493105,2.737502045,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719947,1042,5,0.132567115,1.801937971,0.785906762,1.3572324919999998,2.668654142,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719954,1211,5,0.131117142,0.851886013,0.886051487,0.906872491,3.031286234,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719954,744,5,0.513488387,1.795581124,0.304643557,1.062532105,2.961181504,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719963,1313,5,0.883762094,1.491140701,0.946373995,0.956260336,2.517548767,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719958,1366,5,0.368719149,1.160525136,0.7624859490000001,1.780236346,3.0071671510000004,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719967,748,5,0.7996169390000001,1.215975748,0.231856213,1.174216475,2.988329644,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719973,812,5,0.991959562,1.152035327,0.311728567,1.379895959,2.581879954,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719976,996,5,0.909000864,1.332419704,0.281216272,1.148503681,3.040085402,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719974,1430,5,0.236553654,0.8594246209999999,0.55745407,1.471702439,3.073555299,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719981,1000,5,0.989523379,0.875507809,0.003971905,0.957601788,2.931573639,0,0,0,-1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719977,1357,5,0.697891822,1.751105128,0.924860194,1.141160037,2.43755839,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719983,1006,5,0.892589104,1.584048859,0.563193399,1.445119754,3.2038099160000004,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719990,1232,5,0.18193295,0.909591646,0.049723936,1.786296947,2.447978178,0,0,0,-1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719990,1315,5,0.036972737,1.733844129,0.461655108,1.555234301,2.586121227,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719990,1434,5,0.444721714,1.595528556,0.41552732,1.377332746,2.9087516160000004,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719997,625,5,0.8391509490000001,1.295861299,0.979070862,1.6324260469999998,3.163105004,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720002,688,5,0.297063562,1.4343194869999998,0.877664096,1.297523245,2.30119934,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587719996,1163,5,0.700301794,1.556286567,0.439885854,1.491163817,2.571009082,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720008,1033,5,0.942289679,1.291108815,0.992615452,1.59365689,3.1690909680000003,0,0,0,-1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720004,1119,5,0.775957527,0.918948957,0.624109148,1.467080354,2.738175677,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720010,776,5,0.430120095,1.398695787,0.819804421,1.597998296,2.815405477,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720013,1192,5,0.246739284,1.176149979,0.8228247,0.907293522,2.756239154,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720020,560,5,0.250801476,0.861911668,0.831951198,1.709267062,2.875257958,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720018,1200,5,0.142853121,1.345633679,0.483309045,0.972102109,2.9441052560000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720018,852,5,0.470052463,1.248863623,0.934381134,1.04819177,3.178831205,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720022,684,5,0.7395707290000001,1.212059873,0.103757657,1.200771919,2.9526474030000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720031,930,5,0.207773503,0.8557058259999999,0.81733657,1.477727197,3.043098484,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720033,803,5,0.599922703,1.244702654,0.5240907370000001,1.02480224,3.255295975,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720031,1330,5,0.310700603,1.826603286,0.759446647,1.553713747,2.841369187,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720042,1377,5,0.829017618,1.270500451,0.038720642,1.596151277,2.726032399,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720040,741,5,0.144946637,1.73361092,0.647624462,1.273254201,2.9379617660000004,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720043,927,5,0.497711404,0.8965836840000001,0.201904842,1.072547746,3.044419201,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720041,828,5,0.6012582679999999,0.91307557,0.828069333,1.351097128,2.895035709,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720054,1333,5,0.621631976,1.119725688,0.648545146,0.952535483,3.183233518,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720047,901,5,0.051312654000000006,0.835343203,0.272325688,1.269156406,2.768512154,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720060,1202,5,0.16412905,1.417200205,0.594475744,0.835133785,2.640144911,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720062,931,5,0.507680143,1.5858584269999998,0.629966056,1.066496256,2.937961964,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720061,1338,5,0.253503822,1.05041961,0.285753388,1.152285117,2.747894212,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720061,942,5,0.998152701,1.823627422,0.002448099,1.4813176630000002,2.400709617,0,0,0,-1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720070,661,5,0.071920514,1.103248963,0.426018837,1.513799711,2.606568104,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720072,970,5,0.6957333840000001,1.175193291,0.33698427700000005,1.5590878069999998,3.1387320460000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720078,919,5,0.784044003,1.285138589,0.00598259,1.398738765,3.0836343530000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720072,1127,5,0.141907253,1.468987452,0.537386283,1.690935746,3.010055502,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720082,1124,5,0.535806035,1.333305694,0.469026663,0.961082062,2.770635292,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720086,905,5,0.800651323,1.822098062,0.62805833,1.610719092,2.91517763,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720087,1499,5,0.146248991,1.123295263,0.361180055,1.006784531,3.2087439410000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720087,589,5,0.369880799,1.110275029,0.704959027,1.081851214,2.518440866,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720095,1135,5,0.24298548600000006,1.522800677,0.394017094,1.558444839,3.232043245,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720095,1044,5,0.816386153,1.745968079,0.369850244,0.891948689,2.654736654,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720095,1327,5,0.519829105,1.302412885,0.395112334,1.815700587,2.276079446,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720097,1164,5,0.003344785,1.566393545,0.251221212,1.047388301,3.137588048,0,0,0,-1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720098,1457,5,0.490436146,1.7978795159999998,0.558977406,1.442235739,2.9199881110000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720104,627,5,0.113295478,1.687418856,0.280894026,1.812033716,3.1993397110000004,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720108,1476,5,0.562706766,0.85502724,0.219774215,1.4182266959999998,2.816669015,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720108,1314,5,0.968021808,1.822029243,0.279829255,1.331403337,3.1108681760000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720112,716,5,0.835466787,1.598915155,0.204643151,1.634638448,2.607250648,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720118,1532,5,0.7244529759999999,1.391317652,0.335484972,1.003121419,3.074968819,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720120,655,5,0.946135513,1.260131235,0.007306332,1.669031915,2.574956044,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720129,1421,5,0.233308544,0.850538758,0.217047796,1.413576627,2.280385755,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720128,1341,5,0.5776528639999999,1.687231065,0.002578412,1.00339728,2.555630959,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720133,927,5,0.5136177789999999,1.050310944,0.62531009,1.322612727,2.577244256,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720130,614,5,0.240367446,0.98359365,0.822294445,1.4341573719999998,2.83688427,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720131,586,5,0.735621977,1.733122749,0.92562789,1.16249573,2.27912301,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720144,1255,5,0.892615705,1.159304674,0.443421221,1.7686677480000002,2.858020037,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720142,1439,5,0.698061356,1.187162586,0.7775930129999999,1.3442271,2.885205528,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720150,766,5,0.810423982,1.287602629,0.047695647,1.752072262,2.546981706,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720151,954,5,0.572960146,1.097840536,0.013532906,1.515402499,2.734187184,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720156,731,5,0.68069618,1.582040761,0.916840482,1.222287701,2.975850664,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720159,1238,5,0.688721137,1.303785204,0.201468586,1.731341821,2.337189207,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720162,552,5,0.429651568,1.434214994,0.086478875,1.114909664,3.228912165,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720160,1246,5,0.996738516,1.172258036,0.852469307,0.960696032,2.474202608,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720164,690,5,0.113637333,0.8886629429999999,0.390011486,1.342924426,2.353707829,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720162,1470,5,0.361482534,1.262029567,0.498209818,1.738101348,2.944348933,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720174,997,5,0.323600355,1.6084197409999998,0.174922415,1.201884293,3.1324275580000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720176,970,5,0.7595439540000001,0.871502535,0.88452779,1.313121477,2.598470579,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720170,753,5,0.199075577,1.7252578719999998,0.395857679,1.38482788,2.691182281,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720175,657,5,0.563863555,1.600031766,0.997081763,0.901774717,2.989749177,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720186,1154,5,0.577099726,1.18801536,0.643598753,1.721423366,3.256790497,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720187,1359,5,0.052125339000000014,0.844650351,0.37380128,1.502253197,2.383724807,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720188,1077,5,0.325546865,1.269472837,0.269668438,1.7775439709999998,3.211190563,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720192,571,5,0.431341461,1.705303295,0.064946654,1.543085559,2.8657471460000004,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720189,1422,5,0.895829395,1.030326372,0.199967667,1.276470163,2.383004354,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720198,1166,5,0.309005648,1.002356815,0.355525944,0.965573386,2.923553118,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720201,986,5,0.3709967870000001,1.1640454409999998,0.469533948,1.783440765,2.963578997,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720200,627,5,0.7128676190000001,1.512119874,0.434206645,1.692261541,2.6451182280000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720205,698,5,0.711956867,1.5422142980000002,0.854874881,1.076098194,2.34370656,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720212,931,5,0.20547821,1.788804716,0.560010001,1.061351572,2.570612089,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720216,674,5,0.373516243,1.607396782,0.718297796,1.3463850119999998,2.872090801,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720214,1416,5,0.045072121,0.867715641,0.822383603,1.614791281,2.947375579,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720219,1474,5,0.423747201,1.824396248,0.449791297,1.476431127,2.642455516,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720219,640,5,0.7200366559999999,1.445029168,0.316896467,1.737966857,2.890508394,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720221,1448,5,0.0190452,0.87968062,0.543843269,1.714838659,2.411693729,0,0,0,-1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720227,1000,5,0.631221838,1.645170334,0.948191907,1.28502275,2.894730816,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720228,935,5,0.864671447,1.061059872,0.255308076,1.763839211,2.809548509,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720228,1092,5,0.583972033,1.462105206,0.28569971,0.946890245,2.36770296,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720239,1509,5,0.439653318,1.5172815080000002,0.069320628,1.815677522,2.534465436,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720235,1223,5,0.373825989,0.940818014,0.08029781700000001,1.473411592,3.1611615060000005,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720238,1542,5,0.089133487,1.471223921,0.559945648,1.37260867,2.374427545,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720240,949,5,0.56939699,1.28633976,0.034991117999999995,1.4915933819999998,2.383800794,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720247,578,5,0.37435524,1.23915745,0.185026978,1.5870975719999998,2.475652606,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720253,888,5,0.305202079,1.704229536,0.452757094,1.482238407,2.583654735,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720253,1515,5,0.168805176,1.557729327,0.212613175,0.955078734,2.959116922,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720255,1271,5,0.126144142,1.404146162,0.7675155159999999,0.8310768409999999,3.256713507,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720263,1108,5,0.350081397,1.262268517,0.85056146,0.842185651,2.526966441,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720260,690,5,0.175188901,1.251859213,0.042615455,1.17477852,3.163733596,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720269,1485,5,0.202054681,1.632475458,0.512804319,1.567922081,3.139688369,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720266,1530,5,0.145460557,0.902493916,0.3527705,1.277670505,2.937911241,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720272,1141,5,0.571126685,1.3514403940000002,0.914930871,1.519396879,2.452082877,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720279,1324,5,0.881835545,1.426017301,0.324241072,1.097355454,2.758577867,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720276,1080,5,0.316798688,0.993755601,0.612520689,1.020187614,2.381809047,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720276,1361,5,0.082184475,1.294516272,0.235375968,1.103632316,2.833722965,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720286,1400,5,0.472190438,1.263118515,0.7334819579999999,1.315901415,2.7125123010000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720281,1393,5,0.747483687,0.83186994,0.376139929,1.095820723,2.390032443,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720290,757,5,0.446318699,1.452426764,0.926606616,1.225523583,3.1734026980000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720293,1431,5,0.8196411020000001,0.869737451,0.27037637800000003,1.15010066,2.89784813,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720297,956,5,0.543742732,1.200552566,0.219355574,0.917515804,2.748932468,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720300,910,5,0.485810535,1.020063328,0.222707276,1.796404294,2.5219087680000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720297,942,5,0.270865686,1.546081047,0.155097956,1.307187633,2.263284454,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720305,1341,5,0.947030265,1.778448315,0.634066851,1.526396966,2.323850962,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720309,1246,5,0.130225777,1.390989484,0.330221918,1.467822424,2.991274779,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720308,1170,5,0.233651549,1.749918322,0.389817413,1.489190741,2.791236659,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720314,993,5,0.81011429,1.221050954,0.933245316,1.563822452,3.153067684,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720317,976,5,0.536034249,1.041582134,0.295263377,1.073489934,2.2827598680000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720318,657,5,0.033709382,1.0948802,0.545913066,1.809819766,3.014271248,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720324,1210,5,0.462376737,1.366321231,0.809563107,1.211738847,2.371052839,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720323,1091,5,0.232755866,1.01447588,0.037640174,1.081387188,2.979180199,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720333,1195,5,0.059314426,0.974670673,0.474773256,1.522710578,2.965184916,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720332,1546,5,0.898579713,1.6512613719999998,0.964910739,1.2301928359999998,2.9656665330000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720329,1182,5,0.19763244,1.100085515,0.410970982,1.7876752340000002,2.4004225,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720338,799,5,0.7881109340000001,1.76147646,0.211117866,1.675876787,2.3732702530000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720345,1238,5,0.929121068,1.230235434,0.494087427,1.4366985419999998,2.680512331,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720348,948,5,0.232600226,1.5054268780000002,0.294249543,0.929375097,2.639621563,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720351,1388,5,0.8419488490000001,0.9768966,0.603446287,1.094718017,3.185612103,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720350,915,5,0.69164502,1.667641973,0.015891076,1.411898493,3.1614747380000003,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720349,862,5,0.291950049,1.474776901,0.010219437,0.883006775,3.13514563,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720360,582,5,0.313384615,0.928790525,0.719338934,1.621789297,2.664178516,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720358,896,5,0.17443762,1.809128587,0.316751828,1.400299475,2.979625491,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720363,1163,5,0.111313341,1.61478569,0.8980319520000001,1.21511097,3.1281472010000004,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720363,605,5,0.128957927,1.671176691,0.011590397,1.732270907,2.640082145,0,0,0,1
73.1.7.49,83.21.97.62,59950,37679,HTTP,1587720363,1238,5,0.809432815,1.173622051,0.7173150229999999,1.090330734,2.7949893360000004,0,0,0,1
